col_name	feature_importance_vals
NR2F2	0.12106330131945106
MYL9	0.10976615447138056
TAGLN	0.09359747677195593
APOD	0.07745159089011491
GADD45G	0.07476570008820091
KRT5	0.06971866603296643
DBNDD2	0.066182680219602
UBE2G1	0.06457951712505089
CRISPLD2	0.0631116832997736
CYSTM1	0.061039586547264865
ACYP2	0.058586849492562584
CD83	0.05681797016422659
FBLN1	0.0565131496848756
MT1G	0.05640669452845663
AEBP1	0.05534296383070297
DHX36	0.05504751158882655
FOXP1	0.05451991104536005
RGS5	0.053923783056327154
BAG1	0.053828412200095675
SDHA	0.05351258550363111
DCP2	0.053346700891458286
PWWP3A	0.05288480261921951
TRPM7	0.05285917861528438
NNMT	0.052219991368151884
FAM107B	0.05049242000771543
SYT8	0.05035324191920837
TUBB4B	0.050344099823105226
DAD1	0.050323685812602326
CAVIN2	0.050288200293848506
POMGNT1	0.05014343038124076
IFI30	0.049979334230486436
DSTN	0.0499317476519843
A2M	0.049802988657714015
EVI2B	0.04976322860057393
ZNF593	0.04951558433030637
TBC1D22A	0.049507342798858496
PPA1	0.04945476908704392
BCL10	0.049427655235880615
LZTFL1	0.049392349179909784
CALM2	0.049315289450661215
AC011374.2	0.04920780283787717
MCUB	0.04918926956470252
IGFBP6	0.04915350363187681
MMP2	0.049136092870249004
PRKAR2B	0.04891364831483977
NSG1	0.048590612491343645
PCNP	0.048549380950968606
SRXN1	0.04850910000718832
NGFR	0.0482867029149566
HMGB2	0.047844503772700775
AIF1	0.04760866097372897
SYNPO2	0.04751140432497227
HNRNPM	0.04751126350265762
NOTCH3	0.04740956324025186
ANGPTL7	0.04726594627443093
PERP	0.04705833638733101
SPARCL1	0.046992307786967516
PRRX2	0.04674856332391464
THBS4	0.04654147643579727
MYLK	0.04650824207150331
CXCL12	0.04622172906233831
ALDH3A1	0.04616050062657873
CDKN1C	0.04607650818657118
CITED2	0.04592095622446129
ID4	0.04584163502108431
ALDOC	0.04519157838687949
DCN	0.04507780613789687
CTDNEP1	0.044993946460191066
SH3BGRL3	0.0449384290667427
LHFPL6	0.04480487640089938
AC073111.4	0.044516877797510554
COL12A1	0.044065891618780106
DSP	0.043948690602985674
HTRA1	0.04386463537554675
INTS6	0.043851072557664565
DIRC3	0.043711162231910475
PAX6	0.04357759702342442
CRIP1	0.04299945769016705
BCL2	0.0429756930521092
ELK3	0.04294869686538624
RFLNB	0.04294537047790088
MTAP	0.042918293881365775
MYADM	0.042910172180971984
RAB32	0.042797525278723006
CA2	0.04272333839621534
ITGB5	0.04255325376986931
GLTP	0.042392402180427995
PTMA	0.04225774624710301
LPL	0.042054774842042474
CXCL16	0.04205380394650063
PSMA7	0.042008725758083426
RNF144B	0.04166256380520602
TPI1	0.0413384508729931
AQP1	0.04108662856014135
TNFRSF14	0.04093397151388355
IGFBP7	0.040929017729265264
AC068888.1	0.04081630340234718
ZFAND2B	0.04080930840175931
RCN3	0.04072681211006844
SNHG5	0.04072064099156034
