col_name	feature_importance_vals
MGP	0.16600758654945977
PTGDS	0.16085562601383668
CA12	0.11562189544749786
CCDC144A	0.09858419652017208
KRT5	0.09062599638351143
SLC4A11	0.08072159480421004
RBPMS	0.07664380198499776
RETREG1	0.07525094086000683
CEBPD	0.07471375887606578
SYT8	0.07462170953349206
COL4A3	0.07384876561451165
EEF1D	0.07384369093425763
ANXA5	0.07126199967569749
SSR3	0.06854835743934817
MT1G	0.06853917709193799
C12orf57	0.06843447680105065
APP	0.0683856501287772
ENO1	0.06797398078556621
TIMP1	0.06749825810892444
MAP1B	0.06745770251861143
DUSP6	0.06730318541447365
VAT1	0.06694598457844297
SNHG6	0.06649800387397763
BZW1	0.0657564560386558
EBF1	0.06575140104168271
STAT5B	0.06569214080428193
KLF9	0.06568172528437008
CHCHD10	0.06450047647704292
SERPING1	0.06427748833807502
DIRC3	0.06325175299663141
AEBP1	0.06275644267314753
PGF	0.06254435131194665
RPL4	0.06250002986455912
IRF2BPL	0.062402166422475015
HK1	0.062265901937112574
FXYD3	0.06223104586669442
MT2A	0.061992921047501974
APOE	0.06169856790405803
RNF145	0.06081537312062077
DDB1	0.06068639853898
CUTA	0.06051593243334419
IL1B	0.06006958681610819
NUTF2	0.0598676616148887
CCDC85B	0.059839780376445266
PHLDB1	0.05977689137780605
BCO2	0.059566955011545165
TNFAIP2	0.059415551201592774
NDUFC1	0.05917441533806952
FBL	0.05909753017210392
HEBP2	0.05804774229934755
GAPDH	0.057851908881432004
TINCR	0.05720811368767219
CFH	0.05683764108225518
ALDH3A1	0.056418608163475166
NUCB2	0.0564150318865093
ZFHX4	0.05567667389224552
PLPP2	0.055635298996715016
KERA	0.055617955527082444
DCN	0.055604139048760035
CCND1	0.055536583740961466
ATP5F1B	0.05539586168194339
SSR4	0.05531381709630002
ALOX5AP	0.05474278241793796
NEAT1	0.054582111243953214
ITGB1	0.054221387432778705
TMEM176B	0.05420830538053082
BRF1	0.05419642265406598
IFI6	0.053937030594486075
GADD45G	0.05386587726718399
AC068888.1	0.053468663307447734
B2M	0.053279681173650596
S100A11	0.05319277502741404
ESAM	0.052549120574173006
CCL3L1	0.052522971367297874
IGFBP6	0.05248025689887642
FAM3C	0.05235151617929314
CTSF	0.05231927401888369
PKM	0.05228548768758727
AC011446.2	0.05218442526688985
CTSH	0.05203941913198676
PAX6	0.05173342908798932
LDB2	0.05157564434372476
CYB561A3	0.05153200670855349
MEIS2	0.05130733590790432
TCEA1	0.05130119440949228
SRXN1	0.05100925472719956
PLK5	0.050875658896289845
KRT12	0.0508441263129329
RPL7	0.05076935371088007
RGS1	0.050764272898833555
TMEM178A	0.050715639809453664
WDFY2	0.05065043234788422
SH3BP5	0.05039998069914587
SINHCAF	0.05039936717480671
TRIB1	0.05035276335558685
NFX1	0.05011693518809597
PCDH7	0.05007587598263277
ITM2C	0.04999819504819264
SLK	0.04998470468929231
TUBB4B	0.04977719659006179
