col_name	feature_importance_vals
WNT6	0.17808468376870978
LGI4	0.14831634715371417
SCN7A	0.1443563060452519
S100B	0.1401319097485926
CDH19	0.1308184754474882
KCNMB4	0.12080057135318728
PLP1	0.11228832613839139
GPM6B	0.11182577332363977
NRXN1	0.09635578006736299
APOD	0.0887670791011982
SORBS2	0.08867818970052348
CHPT1	0.08759952554668071
L1CAM	0.07672894128942498
DCN	0.07227641484011857
RPL4	0.07168784852299928
BASP1	0.071174406344173
CRYAB	0.06959067149034096
F2R	0.06941573368295086
KCTD12	0.06902297649680121
CNP	0.06799397817423708
EIF1AX	0.06783318956133758
THOC1	0.06774348648426601
PPDPF	0.06770530193960354
CENPT	0.06412387927837987
CLK1	0.063892447932902
CKAP4	0.06256495077808333
C12orf57	0.062230036057426705
ITM2A	0.06206784255108121
SPOCK1	0.06159187117499053
KLF9	0.0613053037949264
SAMHD1	0.060806602089521336
MMP10	0.06004925619080376
ERVK3-1	0.059990097484165776
FXYD1	0.059841760891111866
SRFBP1	0.059304094370921656
PYURF	0.059240532869371545
ZFAND2B	0.0591506349051542
CDH11	0.058563067990987344
RBM8A	0.05836628152831829
CLDN4	0.0580763523331157
MYADM	0.057932260836774496
LAMA3	0.05758190812913196
HSP90AB1	0.05749158809328947
ANPEP	0.05722781108220359
VWF	0.05663695453523872
PLEC	0.056378862356428625
PPFIA1	0.05610046406269748
NSG1	0.055793591934955956
RPS2	0.05574197197147869
RAB11FIP1	0.05540985802440373
ACKR1	0.05532698052206707
RAB2A	0.05505924502243631
SDC1	0.05466762299921689
ID2	0.0545236546993241
HES5	0.05428133050277144
ARRB2	0.05402337651458097
ELP4	0.05334264904991245
MIR200CHG	0.05287689695985749
ZFP91	0.05278093215298711
HSF2	0.052098290815722405
RAN	0.05131841395253244
PSMA7	0.05130701120056371
PLAU	0.0508123781899443
S1PR1	0.0503014959498396
NAMPT	0.05024506274897697
MYO5A	0.05023215082820349
PKP2	0.04999722727279264
RETREG1	0.04981872837410215
ISYNA1	0.04975423272804371
SLC4A11	0.04966299563123865
IGFBP6	0.04961176364168715
ANGPTL5	0.04944146405848448
NGFR	0.049376370380187745
SDCBP	0.049302358839418636
ARL4C	0.04914282078731916
MRGPRF	0.0489270989720845
TMEM176B	0.048898215783876896
RHOB	0.048862853160118735
GUCY1A1	0.04858499674788057
RPL10A	0.048475555539799084
EFHD1	0.04834705457204772
CEMIP	0.04824749721865261
COTL1	0.04822085807512008
MGST3	0.0482204467964783
TNS1	0.048051902433437314
SAA2	0.04786171294055158
PDGFRA	0.047765125523641906
KRT15	0.04770468808436411
PMP22	0.04767159278206711
RALA	0.04752816766040302
HLA-DQA1	0.0474256437079279
GEM	0.04723997363616953
ATP5MC3	0.047163680816479106
SOX10	0.04704644523099213
PDGFC	0.04704010762999571
MIR205HG	0.047036342005889464
TP53TG1	0.04701843219018616
GNAI2	0.04675757731358743
TMEM265	0.04666595715518089
CSRP1	0.0466555105832482
