col_name	feature_importance_vals
MT1X	0.17884701222234864
PERP	0.1425432464061866
PTGDS	0.1323533367181211
KRT5	0.13011403959493575
APOD	0.12834342227135329
MIR205HG	0.09975326009397296
BTG1	0.09716498491181702
CLDN4	0.0952586942921266
UPK3BL1	0.09141102003042671
CXCL14	0.09004281002234832
TMSB4X	0.08618378569410004
DCN	0.08573189079047555
LUM	0.08484908758197411
ANGPTL7	0.08463526622116288
MT1G	0.08305198244783518
AQP3	0.08262570605939079
CLU	0.08191566697780929
FABP5	0.08113440667558329
VIM	0.08012816446214556
IGFBP6	0.07993168871662865
RPS4Y1	0.07939554866237955
MT-CO3	0.07800995776699927
RPS10	0.07784359298029636
ITGBL1	0.07777075327853705
XIST	0.07631269773846543
TKT	0.07524861550937569
KRT15	0.07517738739522607
NQO1	0.07462483960324992
S100A11	0.07332021213601173
CST3	0.07319723821398812
GAPDH	0.0725500335490986
KRT17	0.07242273482938962
SFN	0.07104363697256737
CD9	0.06983990802769044
SERPING1	0.06726021959683501
MEG3	0.0670882388699776
ADIRF	0.06688706904302921
S100A10	0.06630892686666337
MGP	0.06602585635866573
RPL7	0.06568561804787823
IGFBP7	0.06517328162105246
PAX6	0.06444896494147015
SRGN	0.06414782078201793
RPS8	0.06393647158030466
KRT14	0.0638043969798899
S100A4	0.06327629998760846
SAA1	0.06258723384462896
GSTP1	0.06207457961836756
ELF3	0.060929411747544335
SPARCL1	0.060410319129138225
FOS	0.06020910640855494
S100A2	0.0592373520336699
TNFAIP3	0.058745954653783995
LYPD2	0.058175811915591256
ANXA1	0.05773016029565334
GYPC	0.057577904668715325
KRT3	0.057036791998143835
DCT	0.05692335517184147
PRRX1	0.05662641658893718
ALDH3A1	0.056589401884558486
C19orf33	0.056588608157180836
S100A14	0.05622853579287718
KRT13	0.056201184659172176
CD24	0.05599851175981918
SAT1	0.05596890002864227
PMEL	0.055012293902426714
KERA	0.05492958888807819
GAS5	0.05468430434657742
TGFBI	0.054651742836816834
RPL10	0.05464862605079983
RNASE4	0.05414869104923016
MLANA	0.0539995884351159
SLC6A6	0.05399700948337654
GPHA2	0.05379721637643639
MGARP	0.053679994045671316
PHLDA2	0.053386875552813684
ANXA2	0.05333553544958948
CD320	0.053191437432703915
NDUFA4L2	0.05262481770464152
SERPINF1	0.05247686008682656
PTPRC	0.05231251990347937
MT-CO2	0.052155723341026666
BCAM	0.05184347183410971
EIF5A	0.05177917428167931
CRIP2	0.05176718643317178
CFH	0.05164166938854357
TNFRSF12A	0.051632156341789165
GJA1	0.051466278716773194
EEF1A1	0.05144473240034538
TM4SF1	0.050842455375284715
CPVL	0.05081469063973763
KRT12	0.0503952416709178
NUPR1	0.05035120114588215
CRIP1	0.05014103944336401
BAG1	0.04954150484356285
HSPA1A	0.04953695724563851
MTRNR2L12	0.04949246499217441
S100A6	0.04922677050155481
IGFBP4	0.049082451870821255
DST	0.04895444306912802
TIMP1	0.04884298970854753
EZR	0.04851098537145618
STMN1	0.048363047598972
G0S2	0.04830372128764292
HES1	0.04825805715684129
MT-ND5	0.04816026986484429
COX7B	0.04811840128242921
TXN	0.04804878870552624
FBLN1	0.04744639026171327
TACSTD2	0.047284751079280825
KRT24	0.047173231973096336
GNG11	0.047084007473955615
BTG2	0.04703940815208248
DSC2	0.0470207451728016
MTRNR2L1	0.04693816763930348
KLF2	0.04686256445907129
MRPL33	0.04683913216670819
NOP53	0.04675014050060533
GLTP	0.046669650328832586
DUSP1	0.046638035519508424
SNHG8	0.046563121302185484
RHOV	0.04653261265769097
RPS18	0.04624019949984032
SPOCK1	0.045978441416865024
SH3BGRL3	0.04589426374114208
WNT6	0.045826480810267876
NNMT	0.04571510320086574
RPL18A	0.04545690785144999
MIR22HG	0.04521606638305739
UQCR11	0.04518524373536943
EMP1	0.0451187171827544
PTGS2	0.04504528035041908
SOCS3	0.044895725095806825
COL6A2	0.04480555137081857
RND3	0.04480394469172327
RPS3A	0.04478263349901988
CAMK2N1	0.04452743858540732
GLUL	0.04449672754134684
CCL3	0.04428236193112071
CLDN5	0.04425456342770549
TIMP3	0.04415979999792659
SNHG5	0.04410616395233733
LY6D	0.04410085155412296
DAPL1	0.044079157807678945
HTRA1	0.04356240032190003
NTRK2	0.043531359970908574
RPS2	0.04340757379622183
NEAT1	0.0433445478129237
LRP1	0.043228532869297544
RPL22	0.04321843984137293
COL12A1	0.04310459539617731
CRTAC1	0.04304472684221431
HLA-B	0.04304183766626585
HMGA1	0.04287284183723215
CD63	0.04279513380722143
RHOB	0.04276033061690947
TGFBR3	0.04274084573253777
PPDPF	0.042730528477200505
COL6A3	0.04264312766633265
SPARC	0.04256214676349878
SELENOM	0.04253315642890678
ZEB2	0.04251107126463557
DAAM1	0.0425009044086031
AQP5	0.04244895046733294
IFITM3	0.042307629505070464
SNRNP70	0.042171799897219184
YBX1	0.04216504607965391
FOSB	0.04215073313392223
NDUFB2	0.04213243415753627
SLC2A3	0.04210870242965022
SDC2	0.04194878213676017
SUCO	0.04194009580347531
DDIT4	0.04191732732786191
DSP	0.04188830995540616
IER5L	0.041881902995471613
GJB2	0.04180837650335815
CXCL1	0.04179415451327722
PCBP4	0.04176659141060113
APOE	0.04174975475379071
RPLP2	0.0417334291334874
SKP1	0.04172390364421643
GRP	0.04161057908595284
RPL4	0.041607578648805446
DSTN	0.04151211269160394
ACTG1	0.04141761468550976
TSPO	0.0413525603764108
HSPA1B	0.041327987890577574
CTSV	0.04129245715829983
CDH19	0.04125849055914279
CSTB	0.04123370376198704
NDUFC1	0.04120506926662547
KRT19	0.0411826690750177
HSPD1	0.041037113955309186
PTX3	0.0408433551641216
COL18A1	0.04080605699191468
CEBPD	0.04076981033715143
CCL4	0.0407589296923708
LMNA	0.04072531160931189
PLAC9	0.040642095024110036
TOB1	0.04057903677922965
