col_name	feature_importance_vals
CLDN5	0.27329104431893375
GNG11	0.1567314849218988
PECAM1	0.11463308786425236
ACKR1	0.10191057038076834
MMRN1	0.08484654510752797
AQP1	0.07885445096173344
TFPI	0.07755679438357098
EGFL7	0.07263207904550645
ECSCR	0.07257596667553085
GYPC	0.07145005519648435
DNAJC2	0.0686638517974233
SPARCL1	0.06350477820818529
CD74	0.06308990224270683
VWF	0.06277799070240045
ITM2A	0.06271467432680541
SPRY1	0.06267882967721489
TIMM8A	0.06260755857932333
PLAAT4	0.061710510951768126
FLNA	0.060553195097466476
TCF4	0.059991387006748276
ADGRL4	0.0596768376182123
CREM	0.059658154827332124
CA2	0.05847096091012446
EPS8	0.05845404483026597
LMO2	0.05670398996688561
MT1G	0.0561618059124018
CEMIP	0.055258761806547964
ABCA6	0.05504366959488144
TUBB2A	0.054674002689678466
ITGA6	0.05410022600473831
CXCL14	0.053780100000408136
ITGAX	0.05376955310676677
PCAT19	0.05367031542395329
CDV3	0.053367530431265055
NOTCH3	0.05302693849545143
NPDC1	0.052999833646893056
CRIP1	0.05274191628996265
DIPK2B	0.05220856231054671
EMP1	0.051924769648211876
CSRP2	0.0516161317622115
MIR100HG	0.05087216843633946
DCN	0.050655051610623586
EBNA1BP2	0.05017738490303082
MLANA	0.04991995298938053
SFN	0.04957670078630065
PHLDB3	0.0495061507409443
NNMT	0.04898460677396844
CTSF	0.048466173608481704
FCER1G	0.048284733350003
TXNL1	0.04806630500377112
TFAM	0.048054742338905915
CYP26A1	0.047980391963062835
DUSP23	0.047885670360285924
A2M	0.04770364960979076
ADRA2A	0.047529509663152614
GIMAP4	0.047431228019601514
KRT5	0.04728623486494968
CS	0.04693397968386161
APOD	0.0468864388437862
CXCL1	0.046847925614253515
CEBPD	0.04657809641627712
IGFBP6	0.04657162121714624
EZR	0.04637694552857811
MBD2	0.04630700048657945
ANXA1	0.0460200946943867
NUDT14	0.045809408437545496
MPZL2	0.04577655928816759
SLC44A2	0.045373645141765784
ADCY4	0.04514116113876718
INVS	0.04474960921391729
KLF9	0.04472597746749491
CCN2	0.04448051304784387
RTN4	0.04440760146241466
KLF2	0.04426991085424598
FMO2	0.04408180331561723
IGFBP5	0.044078949821909214
EDNRB	0.043858154855452434
CTNNBIP1	0.043749108698993
TGFBR3	0.043678999251220645
EMILIN1	0.043443510841779116
NDNF	0.04331955794722097
DUSP5	0.04318374432576429
ANGPTL5	0.04304897620716581
PALM2-AKAP2	0.04304259899979858
CBR1	0.04303282259827623
NDUFV2	0.04297622035775307
CLK1	0.04294059362344064
ABCC5	0.04264816023788234
SOX15	0.042552505012722515
SEMA6C	0.042542204827175446
MGARP	0.0425296749527622
AGR2	0.04239023530721926
NCAM1	0.04238041109777066
LIN7C	0.042342981339250504
MEF2C	0.04233329962798213
MCUB	0.04224967310084897
ARHGAP29	0.04164788283459593
THBS1	0.041628353457867966
AC011446.2	0.04157897940832566
TP63	0.04135199523033735
